POSCAR-mp-20998.vasp,-3.016977583
POSCAR-mp-1175256.vasp,-6.89649303
POSCAR-mp-850956.vasp,-8.043877951
POSCAR-mp-1176207.vasp,-6.478302375
POSCAR-mp-1175344.vasp,-7.061442608
POSCAR-mp-12829.vasp,-5.509570639
POSCAR-mp-1177974.vasp,-8.706761549
POSCAR-mp-759153.vasp,-5.951696346
POSCAR-mp-863431.vasp,-7.399817227
POSCAR-mp-18860.vasp,-7.551173471
POSCAR-mp-29463.vasp,-5.656103486
POSCAR-mp-764815.vasp,-7.967919283
POSCAR-mp-758663.vasp,-6.251553038
POSCAR-mp-1173950.vasp,-7.047332342
POSCAR-mp-1222516.vasp,-4.145686213
POSCAR-mp-760650.vasp,-6.834227689
POSCAR-mp-26977.vasp,-7.993987453
POSCAR-mp-849749.vasp,-7.760831186
POSCAR-mp-777465.vasp,-7.861171417
POSCAR-mp-697726.vasp,-7.195857915
POSCAR-mp-1175757.vasp,-6.535579429
POSCAR-mp-540199.vasp,-6.903418819
POSCAR-mp-560463.vasp,-7.508479884
POSCAR-mp-1175422.vasp,-6.522938866
POSCAR-mp-1235068.vasp,-6.474888469
POSCAR-mp-771890.vasp,-6.847074372
POSCAR-mp-772668.vasp,-7.367310315
POSCAR-mp-861955.vasp,-4.434991253
POSCAR-mp-1173984.vasp,-6.633463678
POSCAR-mp-780191.vasp,-5.351692023
POSCAR-mp-756489.vasp,-4.45764729
POSCAR-mp-781020.vasp,-7.068729973
POSCAR-mp-961703.vasp,-2.87714721
POSCAR-mp-18782.vasp,-6.993431356
POSCAR-mp-761207.vasp,-7.895628643
POSCAR-mp-753791.vasp,-7.957280009
POSCAR-mp-849345.vasp,-7.946979887
POSCAR-mp-1177646.vasp,-7.598398567
POSCAR-mp-1175801.vasp,-6.519015302
POSCAR-mp-1176577.vasp,-7.765941851
POSCAR-mp-777916.vasp,-6.292303068
POSCAR-mp-540462.vasp,-7.782978124
POSCAR-mp-973970.vasp,-2.527587743
POSCAR-mp-776269.vasp,-7.595407009
POSCAR-mp-759274.vasp,-8.037888466
POSCAR-mp-758690.vasp,-6.587008712
POSCAR-mp-779885.vasp,-7.789161707
POSCAR-mp-1175847.vasp,-6.521641466
POSCAR-mp-1100625.vasp,-6.491456272
POSCAR-mp-780313.vasp,-6.199547246
POSCAR-mp-757535.vasp,-6.298245797
POSCAR-mp-30254.vasp,-3.550289435
POSCAR-mp-778007.vasp,-7.866862024
POSCAR-mp-757185.vasp,-7.760410583
POSCAR-mp-776484.vasp,-7.155635421
POSCAR-mp-1211289.vasp,-4.849277116
POSCAR-mp-1226357.vasp,-6.203417109
POSCAR-mp-1247352.vasp,-4.620268221
POSCAR-mp-570948.vasp,-5.564259324
POSCAR-mp-774904.vasp,-6.828643188
POSCAR-mp-1302354.vasp,-6.672662033
POSCAR-mp-849272.vasp,-6.720884883
POSCAR-mp-35591.vasp,-5.784879175
POSCAR-mp-772964.vasp,-7.704833893
POSCAR-mp-752589.vasp,-7.739342369
POSCAR-mp-699346.vasp,-7.452264932
POSCAR-mp-775021.vasp,-7.823639524
POSCAR-mp-1236209.vasp,-4.242728093
POSCAR-mp-557962.vasp,-5.287929343
POSCAR-mp-781053.vasp,-7.143090957
POSCAR-mp-753981.vasp,-6.671247473
POSCAR-mp-768832.vasp,-6.192234509
POSCAR-mp-757248.vasp,-7.092846548
POSCAR-mp-683616.vasp,-8.019694058
POSCAR-mp-1096727.vasp,-0.495841663
POSCAR-mp-1175091.vasp,-6.526414683
POSCAR-mp-570466.vasp,-1.948888029
POSCAR-mp-1177533.vasp,-8.134063529
POSCAR-mp-1176685.vasp,-7.64465001
POSCAR-mp-1236671.vasp,-8.117574568
POSCAR-mp-776867.vasp,-7.245886571
POSCAR-mp-770328.vasp,-7.576757315
POSCAR-mp-865184.vasp,-5.38284445
POSCAR-mp-1235651.vasp,-6.139149493
POSCAR-mp-560909.vasp,-5.076855821
POSCAR-mp-7507.vasp,-1.775047855
POSCAR-mp-1175024.vasp,-6.54058525
POSCAR-mp-1235243.vasp,-7.465673256
POSCAR-mp-553966.vasp,-5.232634383
POSCAR-mp-1193498.vasp,-3.36025759
POSCAR-mp-768564.vasp,-7.613697815
POSCAR-mp-777676.vasp,-6.341531127
POSCAR-mp-776054.vasp,-6.397608489
POSCAR-mp-27417.vasp,-5.384028693
POSCAR-mp-1111848.vasp,-4.080962559
POSCAR-mp-766013.vasp,-6.86163231
POSCAR-mp-831152.vasp,-7.667813616
POSCAR-mp-753263.vasp,-6.95311825
POSCAR-mp-1206724.vasp,-3.92260909
POSCAR-mp-1094605.vasp,-1.730004387
POSCAR-mp-1182219.vasp,-6.225298063
POSCAR-mp-1174450.vasp,-6.536176396
POSCAR-mp-777453.vasp,-5.717434623
POSCAR-mp-757866.vasp,-7.970606838
POSCAR-mp-1222302.vasp,-6.893923668
POSCAR-mp-1273834.vasp,-6.595372978
POSCAR-mp-760393.vasp,-5.770436144
POSCAR-mp-767775.vasp,-7.616963266
POSCAR-mp-1185484.vasp,-3.431121818
POSCAR-mp-765343.vasp,-6.555015411
POSCAR-mp-759658.vasp,-4.287462838
POSCAR-mp-768720.vasp,-7.314851401
POSCAR-mp-758697.vasp,-7.685909009
POSCAR-mp-758705.vasp,-7.8772605
POSCAR-mp-764424.vasp,-7.005515888
POSCAR-mp-1176697.vasp,-7.502878012
POSCAR-mp-1211233.vasp,-8.556146679
POSCAR-mp-757047.vasp,-7.281082264
POSCAR-mp-758110.vasp,-6.827683674
POSCAR-mp-1178079.vasp,-7.359957345
POSCAR-mp-684509.vasp,-7.261195816
POSCAR-mp-775848.vasp,-7.036501319
POSCAR-mp-758249.vasp,-7.196206373
POSCAR-mp-1396571.vasp,-3.148669037
POSCAR-mp-777267.vasp,-6.297193442
POSCAR-mp-757820.vasp,-6.989179514
POSCAR-mp-1222406.vasp,-5.521321
POSCAR-mp-1177520.vasp,-4.31732033
